,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
3763,Good,78.0,188.0,5.0,106.0,40.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,34.0,3.0,28.0,2.0,1.0,1.0,5.0,51.0,6.0,5.0,0.0,52.0
3764,Good,89.0,277.0,4.0,87.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,27.0,3.0,30.0,4.0,1.0,1.0,2.0,9.0,1.0,2.0,0.0,30.0
3765,Good,69.0,201.0,9.0,66.0,37.0,0.0,0.0,97.0,0.0,4.0,6.0,17.0,2.0,30.0,9.0,0.0,0.0,2.0,46.0,5.0,2.0,1.0,32.0
3766,Good,79.0,243.0,5.0,84.0,29.0,1.0,1.0,81.0,6.0,4.0,4.0,39.0,1.0,35.0,0.0,1.0,1.0,0.0,68.5379727216367,3.0,2.0,1.0,50.0
3767,Good,79.0,124.0,11.0,134.0,21.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,5.0,1.0,35.0,5.0,1.0,1.0,42.0,25.0,3.0,3.0,1.0,60.0
3768,Bad,81.0,216.0,0.0,84.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,35.0,1.0,35.0,1.0,1.0,1.0,0.0,68.5379727216367,1.0,4.0,0.0,38.0
3769,Good,83.0,187.0,3.0,59.0,19.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,32.0,2.0,37.0,0.0,3.0,3.0,6.0,93.0,5.0,1.0,0.0,75.0
3770,Bad,60.0,343.0,5.0,58.0,5.0,2.0,1.0,67.0,1.0,4.0,5.0,10.0,2.0,17.0,6.0,0.0,0.0,5.0,93.0,4.0,1.0,0.0,83.0
3771,Good,86.0,188.0,2.0,108.0,26.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,29.0,1.0,14.0,14.0,0.0,0.0,8.0,70.0,7.0,2.0,0.0,63.0
3772,Bad,79.0,439.0,15.0,142.0,17.0,2.0,2.0,89.0,68.0,6.0,3.0,38.0,0.0,11.0,15.0,0.0,0.0,3.0,68.5379727216367,5.0,2.4849056603773585,0.0,50.0
3773,Good,72.0,280.0,2.0,97.0,54.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,11.0,8.0,20.0,5.0,2.0,1.0,22.0,37.0,9.0,4.0,1.0,44.0
3774,Good,71.0,409.0,12.0,137.0,44.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,44.0,0.0,18.0,1.0,2.0,2.0,47.0,93.0,14.0,3.0,4.0,60.0
3775,Good,84.0,200.76910299003322,7.0,91.0,17.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,0.0,3.0,35.0,3.0,1.0,1.0,11.0,48.0,4.0,2.0,0.0,55.0
3776,Good,74.0,198.0,4.0,53.0,11.0,1.0,1.0,92.0,62.0,6.0,2.0,12.0,1.0,33.0,4.0,2.0,2.0,3.0,68.5379727216367,2.0,1.0,0.0,43.0
3777,Bad,92.0,137.0,26.0,89.0,19.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,15.0,0.0,58.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,78.0
3778,Good,68.0,269.0,0.0,38.0,12.0,1.0,1.0,88.0,29.0,6.0,2.0,10.0,4.0,25.0,4.0,3.0,3.0,35.0,96.0,5.0,2.0,0.0,78.0
3779,Bad,65.0,502.0,1.0,71.0,78.0,1.0,1.0,99.0,15.0,6.0,6.0,100.0,19.0,15.0,0.0,6.0,6.0,10.0,90.0,10.0,3.0,1.0,38.0
3780,Good,81.0,320.0,0.0,92.0,56.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,61.0,5.0,16.0,1.0,4.0,4.0,4.0,56.0,9.0,3.0,1.0,41.0
3781,Good,74.0,200.76910299003322,4.0,100.0,8.0,1.0,1.0,88.0,30.0,6.0,6.0,0.0,1.0,13.0,4.0,1.0,1.0,2.0,68.5379727216367,1.0,1.0,0.0,43.0
3782,Bad,76.0,267.0,5.0,88.0,33.0,3.0,3.0,94.0,36.0,6.0,2.0,51.0,2.0,24.0,14.0,0.0,0.0,3.0,68.5379727216367,2.0,1.0,0.0,21.0
3783,Good,85.0,173.0,16.0,51.0,9.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,28.0,0.0,0.0,0.0,1.0,1.0,13.0,68.5379727216367,4.0,2.4849056603773585,0.0,80.0
3784,Good,64.0,173.0,1.0,69.0,43.0,0.0,0.0,93.0,3.0,4.0,6.0,55.0,4.0,20.0,0.0,2.0,2.0,11.0,100.0,4.0,2.0,0.0,35.0
3785,Good,89.0,521.0,15.0,244.0,27.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,30.0,0.0,19.0,2.4777188328912465,0.0,0.0,3.0,68.5379727216367,3.0,1.0,0.0,33.0
3786,Good,84.0,226.0,2.0,109.0,27.0,0.0,0.0,96.0,46.0,6.0,6.0,37.0,1.0,61.0,1.0,1.0,1.0,18.0,63.0,2.0,4.0,0.0,67.0
3787,Good,82.0,289.0,7.0,71.0,20.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,14.0,3.0,45.0,6.0,0.0,0.0,19.0,68.5379727216367,3.0,1.0,0.0,57.0
3788,Good,91.0,153.0,16.0,107.0,7.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,26.0,0.0,14.0,5.0,0.0,0.0,2.0,68.5379727216367,1.0,2.4849056603773585,0.0,100.0
3789,Good,77.0,345.0,5.0,108.0,23.0,0.0,0.0,91.0,54.0,6.0,6.0,28.0,2.0,22.0,0.0,1.0,1.0,35.0,68.5379727216367,3.0,1.0,1.0,36.0
3790,Bad,66.0,198.0,1.0,103.0,18.0,2.0,2.0,83.0,10.0,4.0,2.0,11.0,2.0,39.0,0.0,1.0,1.0,0.0,59.0,0.0,3.0,0.0,50.0
3791,Good,86.0,94.0,9.0,90.0,23.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,7.0,2.0,16.0,14.0,0.0,0.0,14.0,92.0,2.0,1.0,1.0,38.0
3792,Bad,39.0,80.0,11.0,11.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,11.0,1.0,0.0,0.0,4.0,4.0,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
3793,Good,83.0,197.0,3.0,62.0,18.0,0.0,0.0,100.0,21.879546809779367,6.0,7.0,32.0,3.0,39.0,3.0,2.0,2.0,22.0,50.0,5.0,3.0,0.0,90.0
3794,Good,77.0,200.76910299003322,9.0,59.0,29.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,0.0,2.0,14.0,18.0,0.0,0.0,43.0,68.5379727216367,4.0,1.0,1.0,31.0
3795,Bad,81.0,299.0,3.0,68.0,38.0,0.0,0.0,95.0,13.0,6.0,6.0,36.0,2.0,50.0,0.0,1.0,1.0,6.0,37.0,2.0,7.0,0.0,47.0
3796,Good,62.0,335.0,2.0,26.0,19.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,7.0,7.0,29.0,0.0,2.0,2.0,49.0,68.5379727216367,6.0,4.0,4.0,67.0
3797,Good,85.0,340.0,2.0,140.0,18.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,18.0,3.0,16.0,2.0,1.0,1.0,12.0,68.5379727216367,4.0,1.0,0.0,63.0
3798,Good,84.0,385.0,5.0,79.0,22.0,0.0,0.0,96.0,26.0,6.0,6.0,30.0,3.0,57.0,8.0,0.0,0.0,6.0,93.0,3.0,5.0,0.0,89.0
3799,Good,83.0,308.0,20.0,114.0,30.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,29.0,0.0,50.0,2.0,1.0,1.0,16.0,20.0,4.0,4.0,0.0,75.0
3800,Good,65.0,372.0,4.0,135.0,32.0,0.0,0.0,97.0,48.0,6.0,6.0,28.0,2.0,0.0,4.0,2.0,2.0,57.0,68.5379727216367,11.0,2.4849056603773585,6.0,62.0
3801,Bad,66.0,314.0,7.0,96.0,34.0,0.0,0.0,78.0,26.0,5.0,6.0,41.0,1.0,56.0,1.0,4.0,4.0,49.0,82.0,3.0,9.0,1.0,71.0
3802,Good,85.0,211.0,5.0,73.0,19.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,33.0,4.0,11.0,0.0,1.0,1.0,17.0,68.5379727216367,3.0,1.0,0.0,33.0
3803,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
3804,Good,83.0,200.76910299003322,7.0,84.0,14.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,0.0,1.0,14.0,0.0,1.0,1.0,27.0,68.5379727216367,3.0,1.0,0.0,57.0
3805,Bad,57.0,146.0,38.0,95.0,9.0,7.0,5.0,28.0,15.0,5.0,2.0,6.0,0.0,33.0,1.0,7.0,7.0,29.0,68.5379727216367,2.0,1.0,1.0,43.0
3806,Good,86.0,188.0,19.0,92.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,15.0,0.0,19.0,0.0,1.0,1.0,0.0,58.0,1.0,3.0,1.0,38.0
3807,Good,55.0,337.0,8.0,53.0,25.0,1.0,0.0,81.0,19.0,6.0,5.0,28.0,1.0,11.0,5.0,0.0,0.0,25.0,100.0,7.0,2.0,2.0,75.0
3808,Good,89.0,212.0,4.0,107.0,21.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,2.0,1.0,14.0,2.4777188328912465,0.0,0.0,6.0,71.0,2.0,2.0,0.0,50.0
3809,Bad,72.0,247.0,5.0,93.0,19.0,1.0,1.0,90.0,6.0,4.0,3.0,23.0,3.0,19.0,0.0,4.0,4.0,46.0,89.0,2.0,2.0,1.0,67.0
3810,Good,56.0,219.0,7.0,99.0,36.0,1.0,1.0,97.0,0.0,4.0,6.0,40.0,2.0,38.0,1.0,4.0,4.0,26.0,42.0,4.0,3.0,0.0,39.0
3811,Good,74.0,118.0,2.0,73.0,15.0,0.0,0.0,88.0,6.0,4.0,6.0,32.0,2.0,65.0,20.0,0.0,0.0,20.0,85.0,4.0,5.0,0.0,90.0
3812,Bad,79.0,330.0,9.0,93.0,29.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,21.0,2.0,41.0,0.0,3.0,3.0,26.0,75.0,7.0,2.0,1.0,69.0
3813,Bad,65.0,328.0,2.0,103.0,13.0,1.0,1.0,82.0,16.0,5.0,2.0,36.0,1.0,41.0,4.0,1.0,1.0,77.0,68.5379727216367,3.0,2.0,1.0,86.0
3814,Good,80.0,202.0,12.0,85.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,43.0,0.0,32.0,0.0,2.0,2.0,3.0,6.0,2.0,4.0,0.0,86.0
3815,Good,78.0,188.0,3.0,72.0,20.0,1.0,1.0,96.0,45.0,6.0,3.0,24.0,7.0,43.0,0.0,2.0,2.0,1.0,91.0,1.0,5.0,0.0,43.0
3816,Good,60.0,267.0,4.0,115.0,37.0,0.0,0.0,97.0,3.0,4.0,6.0,42.0,3.0,38.0,4.0,2.0,2.0,33.0,65.0,5.0,5.0,1.0,73.0
3817,Bad,66.0,123.0,5.0,51.0,38.0,0.0,0.0,97.0,9.0,4.0,6.0,26.0,1.0,26.0,0.0,4.0,3.0,38.0,61.0,5.0,3.0,1.0,53.0
3818,Good,80.0,372.0,13.0,71.0,9.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,14.0,0.0,33.0,0.0,4.0,4.0,35.0,68.5379727216367,1.0,1.0,1.0,29.0
3819,Good,71.0,207.0,6.0,187.0,22.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,3.0,1.0,23.0,0.0,2.0,2.0,79.0,95.0,10.0,1.0,7.0,100.0
3820,Good,84.0,391.0,18.0,84.0,27.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,22.0,0.0,22.0,3.0,1.0,1.0,11.0,68.5379727216367,4.0,2.4849056603773585,0.0,33.0
3821,Bad,68.0,331.0,11.0,134.0,39.0,0.0,0.0,92.0,2.0,4.0,6.0,23.0,1.0,31.0,0.0,3.0,3.0,37.0,64.0,6.0,6.0,0.0,68.0
3822,Good,87.0,133.0,7.0,67.0,11.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,2.0,1.0,55.0,8.0,0.0,0.0,0.0,82.0,0.0,2.0,0.0,40.0
3823,Good,76.0,78.0,3.0,70.0,23.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,2.0,5.0,8.0,0.0,2.0,2.0,76.0,68.5379727216367,5.0,2.4849056603773585,2.0,56.0
3824,Good,91.0,288.0,33.0,122.0,16.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,34.0,0.0,31.0,2.4777188328912465,0.0,0.0,2.0,68.5379727216367,1.0,1.0,0.0,29.0
3825,Good,87.0,136.0,24.0,86.0,16.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,6.0,0.0,38.0,0.0,2.0,2.0,0.0,68.5379727216367,0.0,1.0,0.0,10.0
3826,Good,84.0,188.0,12.0,78.0,30.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,30.0,0.0,21.0,2.0,1.0,1.0,0.0,68.5379727216367,1.0,2.0,1.0,75.0
3827,Good,75.0,153.0,15.0,83.0,22.0,0.0,0.0,95.0,20.0,6.0,6.0,39.0,0.0,18.0,1.0,5.0,5.0,13.0,68.5379727216367,1.0,2.4849056603773585,0.0,33.0
3828,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
3829,Good,79.0,99.0,12.0,28.0,4.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,16.0,0.0,50.0,2.4777188328912465,0.0,0.0,40.0,68.5379727216367,1.0,2.4849056603773585,0.0,50.0
3830,Bad,83.0,199.0,9.0,98.0,53.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,77.0,2.0,20.0,0.0,2.0,2.0,14.0,68.5379727216367,4.0,1.0,0.0,29.0
3831,Good,83.0,187.0,13.0,99.0,12.0,0.0,0.0,92.0,6.0,4.0,6.0,22.0,0.0,17.0,22.0,0.0,0.0,23.0,68.5379727216367,1.0,1.0,0.0,50.0
3832,Good,69.0,315.0,8.0,81.0,41.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,55.0,1.0,45.0,0.0,3.0,3.0,57.0,93.0,2.0,9.0,2.0,79.0
3833,Bad,77.0,285.0,7.0,74.0,14.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,21.0,3.0,0.0,12.0,0.0,0.0,23.0,68.5379727216367,9.0,2.4849056603773585,2.0,69.0
3834,Good,80.0,135.0,24.0,98.0,18.0,0.0,0.0,94.0,18.0,6.0,6.0,16.0,0.0,44.0,2.0,1.0,1.0,6.0,68.5379727216367,4.0,1.0,0.0,71.0
3835,Good,85.0,208.0,7.0,131.0,15.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,33.0,1.0,33.0,1.0,1.0,1.0,12.0,68.5379727216367,1.0,1.0,0.0,40.0
3836,Bad,77.0,210.0,16.0,118.0,22.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,6.0,0.0,60.0,0.0,2.0,2.0,52.0,83.0,6.0,2.0,0.0,100.0
3837,Bad,72.0,444.0,12.0,78.0,18.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,16.0,0.0,22.0,2.4777188328912465,0.0,0.0,74.0,68.5379727216367,5.0,2.4849056603773585,4.0,63.0
3838,Good,81.0,165.0,2.0,67.0,36.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,33.0,4.0,22.0,9.0,0.0,0.0,7.0,33.0,6.0,3.0,0.0,75.0
3839,Bad,77.0,254.0,8.0,39.0,25.0,0.0,0.0,96.0,67.0,6.0,6.0,16.0,3.0,4.0,7.0,0.0,0.0,1.0,68.5379727216367,4.0,2.4849056603773585,1.0,19.0
3840,Good,89.0,290.0,12.0,71.0,9.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,29.0,0.0,0.0,9.0,0.0,0.0,15.0,68.5379727216367,1.0,2.4849056603773585,0.0,33.0
3841,Good,79.0,45.0,10.0,61.0,22.0,0.0,0.0,95.0,13.0,6.0,6.0,1.0,2.0,41.0,2.0,1.0,1.0,0.0,37.0,2.0,3.0,0.0,50.0
3842,Good,87.0,276.0,9.0,92.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,38.0,2.0,32.0,1.0,2.0,2.0,7.0,68.5379727216367,3.0,3.0,0.0,67.0
3843,Good,68.0,288.0,3.0,108.0,19.0,0.0,0.0,86.0,2.0,4.0,6.0,37.0,3.0,10.0,2.0,1.0,1.0,6.0,101.0,4.0,1.0,0.0,38.0
3844,Good,90.0,180.0,3.0,87.0,18.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,5.0,1.0,28.0,18.0,0.0,0.0,0.0,72.0,0.0,1.0,1.092269595176572,13.0
3845,Good,70.0,156.0,5.0,58.0,3.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,3.0,1.0,33.0,1.0,2.0,2.0,95.0,88.0,1.0,1.0,1.092269595176572,100.0
3846,Good,75.0,143.0,1.0,53.0,27.0,0.0,0.0,97.0,29.0,6.0,6.0,18.0,6.0,45.0,1.0,1.0,1.0,10.0,89.0,3.0,6.0,0.0,64.0
3847,Good,88.0,154.0,11.0,69.0,9.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,22.0,1.0,67.0,10.0,1.0,1.0,2.0,70.0,1.0,3.0,0.0,80.0
3848,Good,69.0,403.0,1.0,95.0,16.0,0.0,0.0,76.0,50.0,6.0,6.0,51.0,3.0,29.0,0.0,2.0,2.0,34.0,68.5379727216367,5.0,1.0,2.0,64.0
3849,Bad,69.0,307.0,15.0,80.0,16.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,9.0,0.0,25.0,14.0,0.0,0.0,60.0,0.0,8.0,2.0,5.0,83.0
3850,Good,79.0,200.76910299003322,4.0,81.0,18.0,0.0,0.0,94.0,43.0,6.0,6.0,0.0,1.0,17.0,0.0,3.0,3.0,0.0,65.0,1.0,3.0,0.0,50.0
3851,Good,85.0,147.0,7.0,75.0,36.0,0.0,0.0,97.0,39.0,6.0,6.0,42.0,1.0,22.0,0.0,1.0,1.0,0.0,68.5379727216367,1.0,1.0,0.0,17.0
3852,Good,70.0,206.0,5.0,67.0,27.0,0.0,0.0,96.0,1.0,4.0,6.0,45.0,2.0,33.0,2.0,3.0,3.0,11.0,61.0,3.0,2.0,0.0,42.0
3853,Good,76.0,154.0,17.0,104.0,26.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,17.0,0.0,31.0,2.0,2.0,2.0,25.0,77.0,2.0,2.0,1.0,83.0
3854,Good,85.0,232.0,2.0,105.0,26.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,41.0,2.0,39.0,0.0,2.0,2.0,5.0,68.5379727216367,3.0,3.0,1.0,46.0
3855,Bad,45.0,341.0,6.0,75.0,25.0,2.0,1.0,85.0,1.0,3.0,5.0,48.0,3.0,35.0,1.0,1.0,1.0,89.0,68.5379727216367,8.0,1.0,4.0,83.0
3856,Good,73.0,238.0,2.0,101.0,44.0,2.0,1.0,87.0,6.0,4.0,2.0,50.0,2.0,13.0,0.0,2.0,2.0,5.0,68.5379727216367,4.0,1.0,0.0,29.0
3857,Good,88.0,74.0,2.0,120.0,23.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,13.0,2.0,25.0,3.0,1.0,1.0,2.0,61.0,3.0,1.0,0.0,56.0
3858,Good,66.0,437.0,4.0,113.0,27.0,9.0,9.0,96.0,51.0,0.0,6.0,33.0,2.0,11.0,8.0,0.0,0.0,17.0,85.0,3.0,1.0,0.0,31.0
3859,Good,86.0,372.0,14.0,119.0,23.0,0.0,0.0,96.0,49.0,6.0,6.0,7.0,0.0,26.0,2.4777188328912465,0.0,0.0,8.0,68.5379727216367,2.0,1.0,0.0,50.0
3860,Good,73.0,94.0,11.0,80.0,34.0,0.0,0.0,94.0,2.0,4.0,6.0,2.0,1.0,26.0,4.0,2.0,2.0,0.0,72.0,0.0,3.0,0.0,18.0
3861,Good,84.0,222.0,7.0,101.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,39.0,1.0,24.0,0.0,1.0,1.0,9.0,68.5379727216367,5.0,1.0,0.0,46.0
3862,Good,76.0,157.0,3.0,83.0,20.0,1.0,1.0,95.0,40.0,6.0,2.0,7.0,2.0,38.0,1.0,2.0,2.0,22.0,73.0,6.0,2.0,0.0,100.0
3863,Good,64.0,320.0,2.0,96.0,40.0,0.0,0.0,93.0,24.0,6.0,6.0,42.0,2.0,37.0,0.0,7.0,7.0,35.0,77.0,14.0,2.0,1.0,80.0
3864,Bad,81.0,336.0,19.0,68.0,6.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,10.0,0.0,50.0,18.0,0.0,0.0,73.0,68.5379727216367,1.0,1.0,0.0,100.0
3865,Good,89.0,388.0,14.0,116.0,12.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,47.0,0.0,25.0,2.4777188328912465,0.0,0.0,8.0,68.5379727216367,4.0,2.4849056603773585,0.0,80.0
3866,Good,76.0,182.0,1.0,93.0,30.0,0.0,0.0,97.0,33.0,6.0,6.0,21.0,5.0,16.0,2.0,1.0,1.0,43.0,98.0,3.0,2.0,1.0,46.0
3867,Good,83.0,289.0,25.0,115.0,15.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,35.0,0.0,40.0,24.0,0.0,0.0,15.0,31.0,2.0,2.0,1.0,57.0
3868,Good,76.0,200.76910299003322,1.0,45.0,17.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,0.0,3.0,25.0,0.0,3.0,3.0,6.0,68.5379727216367,3.0,4.0,2.0,64.0
3869,Good,79.0,163.0,5.0,90.0,17.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,23.0,1.0,12.0,1.0,2.0,2.0,14.0,38.0,2.0,2.0,1.0,67.0
3870,Good,75.0,125.0,2.0,66.0,38.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,24.0,5.0,15.0,8.0,0.0,0.0,17.0,15.0,11.0,1.0,0.0,67.0
3871,Bad,62.0,175.0,5.0,41.0,17.0,1.0,1.0,88.0,27.0,6.0,6.0,4.0,2.0,24.0,0.0,2.0,2.0,10.0,73.0,2.0,1.0,0.0,33.0
3872,Good,85.0,148.0,4.0,58.0,42.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,62.0,4.0,9.0,0.0,3.0,3.0,2.0,100.0,3.0,2.0,0.0,24.0
3873,Good,65.0,406.0,1.0,72.0,30.0,1.0,1.0,100.0,21.879546809779367,6.0,8.0,40.0,5.0,48.0,2.0,2.0,2.0,47.0,65.0,6.0,5.0,0.0,79.0
3874,Good,80.0,391.0,16.0,136.0,16.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,30.0,0.0,44.0,1.0,1.0,1.0,12.0,13.0,3.0,3.0,1.0,67.0
3875,Good,70.0,214.0,3.0,93.0,30.0,0.0,0.0,84.0,10.0,4.0,6.0,32.0,3.0,19.0,24.0,0.0,0.0,15.0,68.5379727216367,9.0,1.0,0.0,61.0
3876,Bad,72.0,387.0,6.0,107.0,24.0,1.0,1.0,96.0,48.0,6.0,2.0,26.0,1.0,20.0,0.0,2.0,2.0,38.0,68.5379727216367,6.0,1.0,2.0,50.0
3877,Good,88.0,200.76910299003322,15.0,120.0,11.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,68.5379727216367,3.0,1.0,0.0,63.0
3878,Bad,69.0,166.0,1.0,97.0,19.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,13.0,4.0,0.0,0.0,13.0,13.0,40.0,68.5379727216367,8.0,2.4849056603773585,4.0,73.0
3879,Bad,63.0,437.0,6.0,154.0,10.0,3.0,1.0,77.0,8.0,2.0,4.0,27.0,1.0,38.0,5.0,0.0,0.0,36.0,31.0,5.0,3.0,0.0,80.0
3880,Good,87.0,437.0,2.0,137.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,25.0,1.0,12.0,4.0,1.0,1.0,4.0,68.5379727216367,6.0,1.0,0.0,50.0
3881,Good,75.0,328.0,15.0,162.0,19.0,0.0,0.0,84.0,3.0,4.0,6.0,19.0,0.0,0.0,2.4777188328912465,0.0,0.0,7.0,68.5379727216367,5.0,2.4849056603773585,0.0,45.0
3882,Good,86.0,12.0,9.0,62.0,6.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,2.0,1.0,0.0,1.0,1.0,1.0,7.0,68.5379727216367,1.0,2.4849056603773585,0.0,25.0
3883,Good,83.0,232.0,9.0,83.0,28.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,53.0,1.0,18.0,11.0,0.0,0.0,5.0,12.0,5.0,2.0,0.0,41.0
3884,Good,74.0,160.0,6.0,85.0,11.0,1.0,1.0,92.0,20.0,6.0,3.0,13.0,1.0,42.0,0.0,2.0,1.0,12.0,68.5379727216367,1.0,1.0,0.0,100.0
3885,Good,58.0,61.0,5.0,82.0,34.0,1.0,0.0,91.0,0.0,3.0,5.0,3.0,1.0,33.0,5.0,0.0,0.0,4.0,68.5379727216367,5.0,5.0,0.0,65.0
3886,Good,76.0,200.76910299003322,10.0,51.0,10.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,0.0,1.0,20.0,17.0,0.0,0.0,39.0,22.0,5.0,2.0,0.0,100.0
3887,Good,69.0,70.0,3.0,35.0,21.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,24.0,6.0,25.0,2.0,4.0,4.0,43.0,68.5379727216367,6.0,3.0,3.0,60.0
3888,Good,87.0,153.0,38.0,83.0,5.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,12.0,0.0,20.0,2.0,1.0,1.0,0.0,68.5379727216367,1.0,1.0,0.0,67.0
3889,Good,88.0,457.0,11.0,169.0,18.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,28.0,1.0,0.0,12.0,0.0,0.0,14.0,68.5379727216367,5.0,2.4849056603773585,0.0,50.0
3890,Bad,58.0,171.0,7.0,49.0,19.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,41.0,3.0,25.0,1.0,7.0,7.0,83.0,70.0,8.0,1.0,7.0,69.0
3891,Bad,78.0,341.0,10.0,94.0,34.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,26.0,2.0,44.0,0.0,3.0,3.0,18.0,57.0,2.0,6.0,0.0,64.0
